mmsi,v_name,v_class,v_callsign,v_imo,v_flag,v_system,v_mmsi,v_source
353778000,ATLANTIC ISLAND,Bulk Carrier,3EGG8,9700873, Panama,,353778000,VesselFinder
353781000,LIAN FU STAR,Bulk Carrier,3FKK4,9075539, St Vincent & Grenadines,,377050000,VesselFinder
353823000,PAC STAR,Bulk Carrier,3FKH5,9116292, Panama,,353823000,VesselFinder
353857000,HANG TA,Bulk Carrier,3FGV8,9149354, Panama,,353857000,VesselFinder
353860000,FORTUNE BAY,Bulk Carrier,3EUZ3,9561904, Panama,,353860000,VesselFinder
353862000,VERDI,Bulk Carrier,3FFE7,9440980, Panama,,353862000,VesselFinder
353863000,YUAN SHUN HAI,Bulk Carrier,3FZO2,9446130, Panama,,353863000,VesselFinder
353875000,HAPPY SEA,Bulk Carrier,3FQF3,9129366, Panama,,353875000,VesselFinder
353877000,CAPE INFINITY,Bulk Carrier,3FQD2,9437270, Panama,,353877000,VesselFinder
353911000,STARGOLD TRADER,Bulk Carrier,3FMB4,9103178, Panama,,353911000,VesselFinder
353924000,GRACIOUS ETERNITY,Bulk Carrier,3FYB6,9439149, Panama,,353924000,VesselFinder
353933000,NAVIOS BUENA VENTURA,Bulk Carrier,3EVX8,9481233, Panama,,353933000,VesselFinder
353936000,ULTRA TRADITION,Bulk Carrier,3EQG9,9442902, Panama,,353936000,VesselFinder
353939000,NAVIOS GEMINI S,Bulk Carrier,3FMN4,9072173, Panama,,353939000,VesselFinder
353946000,JUPITER II,Bulk Carrier,3EXD8,9467897, Panama,,353946000,VesselFinder
353947000,SKY JADE,Bulk Carrier,9V2847,9399088, Singapore,,564955000,VesselFinder
353959000,NORD VOYAGER,Bulk Carrier,3FVJ8,9478779, Panama,,353959000,VesselFinder
353961000,KEN SEI,Bulk Carrier,3EYP9,9459620, Panama,,353961000,VesselFinder
353986000,ORIENTE VICTORIA,Bulk Carrier,3FVG8,9180334, Panama,,353986000,VesselFinder
353995000,EVER EXCELLENT,Bulk Carrier,3ETV9,9182174, Panama,,353995000,VesselFinder
354001000,AQUA BONANZA,Bulk Carrier,3EYP5,9446465, Panama,,354001000,VesselFinder
354022000,BIANCO VENTURE,Bulk Carrier,H3MS,9278739, Panama,,354022000,VesselFinder
354030000,NAVIOS ESPERANZA,Bulk Carrier,3EMA4,9336610, Panama,,354030000,VesselFinder
354039000,PACIFIC JASMINE,Bulk Carrier,3FSJ,9487550, Panama,,354039000,VesselFinder
354043000,ONOZURU MARU,Bulk Carrier,3FJR5,9398137, Panama,,354043000,VesselFinder
354056000,JP VERDURE,Bulk Carrier,3FSW7,9310422, Panama,,354056000,VesselFinder
354066000,HAI XIANG,Bulk Carrier,3ENE8,9075785, Panama,,354066000,VesselFinder
354082000,AN FU STAR,Bulk Carrier,H8ZQ,9087855, Panama,,354082000,VesselFinder
354084000,VAN STAR,Bulk Carrier,H9TX,9573842, Panama,,354084000,VesselFinder
354124000,AM PORT CARTIER,Bulk Carrier,3FVJ6,9546801, Panama,,354124000,VesselFinder
354127000,SPRING HAWK,Bulk Carrier,3FCY5,9478872, Panama,,354127000,VesselFinder
354132000,CAPE HERON,Bulk Carrier,H9HA,9304540, Panama,,354132000,VesselFinder
354151000,SOUTHERN EXPLORER,Bulk Carrier,H9YO,9248459, Panama,,354151000,VesselFinder
354165000,MALLIA,Bulk Carrier,9LU2029,8307662, Sierra Leone,,667001226,VesselFinder
354171000,BORYEONG,Bulk Carrier,3EQO7,9035412, Panama,,354171000,VesselFinder
354187000,SIDER POROS,Bulk Carrier,3EUI4,9600592, Panama,,354187000,VesselFinder
354196000,BUNUN ACE,Bulk Carrier,3FWL2,9628570, Panama,,354196000,VesselFinder
354199000,NEW MIGHTY,Bulk Carrier,3FMN,9581174, Panama,,354199000,VesselFinder
354209000,AN SHUN 5,Bulk Carrier,3FKR6,9135535, Panama,,354209000,VesselFinder
354213000,ORIENT HOPE,Bulk Carrier,HOGT,9385166, Panama,,354213000,VesselFinder
354214000,SILVER TRADE,Bulk Carrier,3FRL2,9107916, Panama,,354214000,VesselFinder
354224000,CORONA EMBLEM,Bulk Carrier,3FHF8,9152167, Panama,,354224000,VesselFinder
354228000,XUCHANGHAI,Bulk Carrier,3FVC6,9158379, Panama,,354228000,VesselFinder
354235000,HOUYO,Bulk Carrier,3ENY8,9374155, Panama,,354235000,VesselFinder
354250000,HANJIN HINASE,Bulk Carrier,3FVG3,9604768, Panama,,354250000,VesselFinder
354265000,SUN,Bulk Carrier,3FBC3,9663233, Panama,,354265000,VesselFinder
354267000,AFRICAN SUNBIRD,Bulk Carrier,3FBY,9397884, Panama,,354267000,VesselFinder
354273000,MV VINALINES FORTUNA,Bulk Carrier,3ENB9,9018751, Panama,,354273000,VesselFinder
354285000,BIG GLORY,Bulk Carrier,H9IF,9302815, Panama,,354285000,VesselFinder
354289000,FEDERICO 2,Bulk Carrier,3FWM3,9401817, Panama,,354289000,VesselFinder
354322000,EUROPA BAY,Bulk Carrier,3FSA2,9615767, Panama,,354322000,VesselFinder
354338000,TOP BRILLIANCE,Bulk Carrier,3FHR8,9182162, Panama,,354338000,VesselFinder
354339000,DANGJIN,Bulk Carrier,3FQR4,9074195, Panama,,354339000,VesselFinder
354367000,ALAM SERI,Bulk Carrier,3FVL2,9561837, Panama,,354367000,VesselFinder
354379000,COL. CABALLERO,Bulk Carrier,H9YS,9244996, Panama,,354379000,VesselFinder
354396000,GLOBAL PHOENIX,Bulk Carrier,3EWZ,9565053, Panama,,354396000,VesselFinder
354406000,TORM ORIENT,Bulk Carrier,3EPC3,9443009, Panama,,354406000,VesselFinder
354408000,PEACE BRIGHT,Bulk Carrier,3EZR4,9663362, Panama,,354408000,VesselFinder
354428000,GOONZARAN,Bulk Carrier,3FRL4,9108673, Panama,,354428000,VesselFinder
354445000,GLOBAL ISLAND,Bulk Carrier,H8TF,9310678, Panama,,354445000,VesselFinder
354447000,AMAPOLA,Bulk Carrier,H9YY,9254575, Panama,,354447000,VesselFinder
354450000,SPEEDWELL,Bulk Carrier,HPLJ,9279367, Panama,,354450000,VesselFinder
354455000,CENTURY DREAM,Bulk Carrier,H9TQ,9694854, Panama,,354455000,VesselFinder
354456000,FEDERAL FRANKLIN,Bulk Carrier,3ENZ9,9317547, Panama,,354456000,VesselFinder
354477000,M/V ANEMONE,Bulk Carrier,3FEU6,8821606, Panama,,354477000,VesselFinder
354510000,SINCERE PISCES,Bulk Carrier,H9HT,9233569, Panama,,354510000,VesselFinder
354519000,NIKKEI VERDE,Bulk Carrier,3FEY7,9452907, Panama,,354519000,VesselFinder
354527000,AFRICAN TEIST,Bulk Carrier,3EVP5,9655420, Panama,,354527000,VesselFinder
354552000,PAOLA,Bulk Carrier,HOUJ,9300207, Panama,,354552000,VesselFinder
354561000,SAKURA KOBE,Bulk Carrier,H8QN,9473688, Panama,,354561000,VesselFinder
354589000,KM KOBE,Bulk Carrier,3EVA8,9589695, Panama,,354589000,VesselFinder
354604000,OCEAN LORD,Bulk Carrier,3EUS9,9602411, Panama,,354604000,VesselFinder
354623000,KING ORE,Bulk Carrier,3FDC4,9490612, Panama,,354623000,VesselFinder
354632000,SANTA ROSALIA,Bulk Carrier,3EOA8,9311189, Panama,,354632000,VesselFinder
354633000,CAPE RIVIERA,Bulk Carrier,HOUZ,9327736, Panama,,354633000,VesselFinder
354657000,HIBISCUS,Bulk Carrier,HOFF,9250581, Panama,,354657000,VesselFinder
354658000,ZOSCO QUZHOU,Bulk Carrier,3FEU5,9579884, Panama,,354658000,VesselFinder
354661000,HANJIN RICHARDS BAY,Bulk Carrier,D7NN,9141338, Korea,,440067000,VesselFinder
354668000,SCARLETT,Bulk Carrier,3FOQ3,9392078, Panama,,354668000,VesselFinder
354676000,BLUE LHOTSE,Bulk Carrier,3FUV6,9589396, Panama,,354676000,VesselFinder
354686000,ARKTIS,Bulk Carrier,HOVH,9116137, Panama,,354686000,VesselFinder
354701000,MEDI ANTWERP,Bulk Carrier,3EMN9,9427029, Panama,,354701000,VesselFinder
354705000,AMBER HORIZON,Bulk Carrier,3FLV6,9531870, Panama,,354705000,VesselFinder
354708000,SAKURA OCEAN,Bulk Carrier,3FRC8,9599822, Panama,,354708000,VesselFinder
354710000,LANGERON,Bulk Carrier,3ESI8,8312136, Panama,,354710000,VesselFinder
354713000,CHORUS,Bulk Carrier,3EZZ7,9461116, Panama,,354713000,VesselFinder
354727000,NORD SPIRIT,Bulk Carrier,3EOB6,9405485, Panama,,354727000,VesselFinder
354740000,TAI HAWK,Bulk Carrier,HOXR,9284556, Panama,,354740000,VesselFinder
354750000,FRONTIER MIRAGE,Bulk Carrier,3FMZ2,9446568, Panama,,354750000,VesselFinder
354766000,FIRST EMU,Bulk Carrier,HPYX,9409118, Panama,,354766000,VesselFinder
354780000,GLORY PEGASUS,Bulk Carrier,3FIL8,9164445, Panama,,354780000,VesselFinder
354781000,PORTAGE,Bulk Carrier,HOFH,9254666, Panama,,354781000,VesselFinder
354793000,BAOLONG,Bulk Carrier,3FVT2,8307909, Panama,,354793000,VesselFinder
354794000,KT ALBATROSS,Bulk Carrier,HPDH,9552367, Panama,,354794000,VesselFinder
354803000,KT BIRDIE,Bulk Carrier,3FUJ7,9597343, Panama,,354803000,VesselFinder
354805000,MIGHTY MICHALIS,Bulk Carrier,3FWG4,9086710, Panama,,354805000,VesselFinder
354807000,SPRING AEOLIAN,Bulk Carrier,3FCI2,9580209, Panama,,354807000,VesselFinder
354825000,LAKE DAHLIA,Bulk Carrier,3FQR6,9391969, Panama,,354825000,VesselFinder
354844000,AQUABELLA,Bulk Carrier,D5GI7,9279874, Liberia,,636016471,VesselFinder
354855000,MV/NORD DISCOVERY,Bulk Carrier,3EGP,9309643, Panama,,354855000,VesselFinder
354868000,LEFKES,Bulk Carrier,3EOZ7,9658783, Panama,,354868000,VesselFinder
354872000,HANJIN BOMBAY,Bulk Carrier,3FSP3,9110315, Panama,,354872000,VesselFinder
354879000,PLACID SEA,Bulk Carrier,H8UT,9285110, Panama,,354879000,VesselFinder
354881000,BENITAMOU,Bulk Carrier,3EQX,9439046, Panama,,354881000,VesselFinder
354898000,SAKAIDE MARU,Bulk Carrier,3EYR6,9384928, Panama,,354898000,VesselFinder
354912000,IRAKLIS,Bulk Carrier,D5GC7,9233430, Liberia,,636016421,VesselFinder
354924000,PROVIDER,Bulk Carrier,3ERP3,8223567, Panama,,354924000,VesselFinder
354931000,LEO FELICITY,Bulk Carrier,3FQG6,9409091, Panama,,354931000,VesselFinder
354950000,ANSAC SESODA,Bulk Carrier,3FID3,9470791, Panama,,354950000,VesselFinder
354968000,PAN QUEEN,Bulk Carrier,3FUP4,9487419, Panama,,354968000,VesselFinder
354992000,TAURUS TWO,Bulk Carrier,3ELY6,9330111, Panama,,354992000,VesselFinder
355008000,SHIYO,Bulk Carrier,H9EC,9233533, Panama,,355008000,VesselFinder
355016000,CLIPPER IZUMO,Bulk Carrier,3EXH8,9550163, Panama,,355016000,VesselFinder
355036000,FRONTIER KOTOBUKI,Bulk Carrier,3EXC5,9532082, Panama,,355036000,VesselFinder
355056000,ZOSCO SHANGHAI,Bulk Carrier,3EWZ5,9454565, Panama,,355056000,VesselFinder
355061000,ST ROSSA,Bulk Carrier,3EOD3,9227871, Panama,,355061000,VesselFinder
355065000,DINGXIANGHAI,Bulk Carrier,H3LM,9209219, Panama,,355065000,VesselFinder
355066000,GL PIRAPO,Bulk Carrier,3FQN6,9599195, Panama,,355066000,VesselFinder
355073000,BEAGLE VI,Bulk Carrier,3EGN8,9227869, Panama,,355073000,VesselFinder
355095000,LAKE KONPIRA,Bulk Carrier,3EWH,9515527, Panama,,355095000,VesselFinder
355098000,SEIYO PIONEER,Bulk Carrier,3FBK7,9145798, Panama,,355098000,VesselFinder
355100000,F.D.JACQUES GRAUBART,Bulk Carrier,3ENZ7,9362243, Panama,,355100000,VesselFinder
355104000,NEWSEAS PEARL,Bulk Carrier,H9JR,9249908, Panama,,355104000,VesselFinder
355117000,MERCURY,Bulk Carrier,3FOP2,8307624, Panama,,355117000,VesselFinder
355120000,PAN BONA,Bulk Carrier,3FFB8,9510527, Panama,,355120000,VesselFinder
355142000,SANTA PAULINA,Bulk Carrier,3FCZ5,9642203, Panama,,355142000,VesselFinder
355148000,GREAT DREAM,Bulk Carrier,3EYY,9268916, Panama,,355148000,VesselFinder
355163000,MARSDEN POINT,Bulk Carrier,VRNF3,9261750, Hong Kong,,477441100,VesselFinder
355166000,JIA QIANG,Bulk Carrier,3FQX8,9154593, Panama,,355166000,VesselFinder
355169000,F DUCKLING,Bulk Carrier,3FXG6,9135042, Panama,,355169000,VesselFinder
355170000,ACHILLES BULKER,Bulk Carrier,HPOA,9270907, Panama,,355170000,VesselFinder
355174000,AZALEA K,Bulk Carrier,3FTJ7,9561875, Panama,,355174000,VesselFinder
355185000,OPAL STREAM,Bulk Carrier,HPOB,9276482, Panama,,355185000,VesselFinder
355196000,LAKE DAWN,Bulk Carrier,3EXJ9,9643556, Panama,,355196000,VesselFinder
355208000,JEWEL OF SHINAS,Bulk Carrier,H9CS,9473846, Panama,,355208000,VesselFinder
355225000,HEILAN SPRING,Bulk Carrier,HP3387,9587996, Panama,,355225000,VesselFinder
355259000,HANJIN SALDANHA BAY,Bulk Carrier,3FAX3,9458377, Panama,,355259000,VesselFinder
355281000,LOWLANDS SUNRISE,Bulk Carrier,3FTM7,9590826, Panama,,355281000,VesselFinder
355288000,NORD NAVIGATOR,Bulk Carrier,3EPQ7,9370769, Panama,,355288000,VesselFinder
355290000,FRONTIER GARLAND,Bulk Carrier,3FXX7,9590890, Panama,,355290000,VesselFinder
355291000,HAYAMA STAR,Bulk Carrier,3EGP2,9317420, Panama,,355291000,VesselFinder
355310000,GENYO,Bulk Carrier,H9BB,9233519, Panama,,355310000,VesselFinder
355311000,PACIFIC KINDNESS,Bulk Carrier,3EVU,9583172, Panama,,355311000,VesselFinder
355333000,PEARL HALO,Bulk Carrier,3FCW5,9425772, Panama,,355333000,VesselFinder
355346000,GARV PREM,Bulk Carrier,3FQN2,9386251, Panama,,355346000,VesselFinder
355352000,T SYMPHONY,Bulk Carrier,3FYS2,9611498, Panama,,355352000,VesselFinder
355376000,SAGE SAGITTARIUS,Bulk Carrier,H9AV,9233545, Panama,,355376000,VesselFinder
355378000,WEI FONG,Bulk Carrier,3FEV4,9113563, Panama,,355378000,VesselFinder
355385000,TIANSHENGHAI,Bulk Carrier,3FAJ7,9137600, Panama,,355385000,VesselFinder
355386000,ANDREA PALLADIO,Bulk Carrier,3FPE7,9414890, Panama,,355386000,VesselFinder
355401000,AMIS WISDOM I,Bulk Carrier,3FCD8,9426764, Panama,,355401000,VesselFinder
355402000,VITAOCEAN,Bulk Carrier,3FQO2,9470492, Panama,,355402000,VesselFinder
355406000,NORTH FORTUNE III,Bulk Carrier,H3MC,9196814, Panama,,355406000,VesselFinder
355407000,CAPE SASANQUA,Bulk Carrier,3FUZ5,9603350, Panama,,355407000,VesselFinder
355410000,ULTRA TIGER,Bulk Carrier,3FVR8,9414149, Panama,,355410000,VesselFinder
355427000,NAVIOS HORIZON,Bulk Carrier,H9DB,9223564, Panama,,355427000,VesselFinder
355428000,EASTERN STAR,Bulk Carrier,3FAK7,9157349, Panama,,355428000,VesselFinder
355440000,GLORIOUS SENTOSA,Bulk Carrier,3FQM7,9551351, Panama,,355440000,VesselFinder
355458000,CAPE UNITY,Bulk Carrier,3ENK4,9406489, Panama,,355458000,VesselFinder
355460000,HOPE STAR,Bulk Carrier,3FKG5,9116280, Panama,,355460000,VesselFinder
355463000,MV.ARENA,Bulk Carrier,3EBE9,8601604, Panama,,355463000,VesselFinder
355465000,SEA MELODY,Bulk Carrier,3EWV8,9425904, Panama,,355465000,VesselFinder
355493000,GLOBAL VANGUARD,Bulk Carrier,3EQV7,9363663, Panama,,355493000,VesselFinder
355530000,EASTERN ASIA,Bulk Carrier,3FQP2,9424118, Panama,,355530000,VesselFinder
355555000,DD VOYAGER,Bulk Carrier,3ENL8,9357444, Panama,,355555000,VesselFinder
355569000,SUPER SUN,Bulk Carrier,H3MW,8122969, Panama,,355569000,VesselFinder
355586000,DAIWAN WISDOM,Bulk Carrier,3FWQ8,9427134, Panama,,355586000,VesselFinder
355623000,KM TOKYO,Bulk Carrier,3EWA4,9552812, Panama,,355623000,VesselFinder
355624000,NEW PRIDE,Bulk Carrier,3FRJ,9403138, Panama,,355624000,VesselFinder
355654000,YUTAI BREEZE,Bulk Carrier,3FDS4,9541631, Panama,,355654000,VesselFinder
355684000,SANTA VIRGINIA,Bulk Carrier,3FCA7,9700782, Panama,,355684000,VesselFinder
355686000,BULK INDIA,Bulk Carrier,H3WC,9284271, Panama,,355686000,VesselFinder
355690000,TAO TREASURE,Bulk Carrier,3FXS5,9639701, Panama,,355690000,VesselFinder
355691000,AGATIS,Bulk Carrier,3FRN9,9117844, Panama,,355691000,VesselFinder
355697000,TOPAZ HALO,Bulk Carrier,3FJH3,9478858, Panama,,355697000,VesselFinder
355699000,YONG SHUN,Bulk Carrier,3EWC6,8000331, Panama,,355699000,VesselFinder
355709000,PHOENIX NEREID,Bulk Carrier,3EWP4,9586863, Panama,,355709000,VesselFinder
355722000,ORIENTAL HARMONY,Bulk Carrier,3FGT2,9455399, Panama,,355722000,VesselFinder
355723000,JULY M,Bulk Carrier,3EOG2,9272448, Panama,,355723000,VesselFinder
355725000,AQUA CRYSTAL,Bulk Carrier,3FHK3,9590852, Panama,,355725000,VesselFinder
355734000,FURNESS KARUMBA,Bulk Carrier,H9DV,9238234, Panama,,355734000,VesselFinder
355739000,FRANBO WIND,Bulk Carrier,H9DX,9233480, Panama,,355739000,VesselFinder
355742000,BIANCO ZEALAND,Bulk Carrier,3FET4,9082908, Panama,,355742000,VesselFinder
355773000,NORD SIRIUS,Bulk Carrier,3EWK7,9620633, Panama,,355773000,VesselFinder
355781000,JP GUNJO,Bulk Carrier,3EFH4,9277577, Panama,,355781000,VesselFinder
355784000,NORD IMABARI,Bulk Carrier,3FRN7,9574028, Panama,,355784000,VesselFinder
355806000,TRITON HAWK,Bulk Carrier,3FPP2,9425679, Panama,,355806000,VesselFinder
355815000,GLOBAL SPLENDOUR,Bulk Carrier,3EGP4,9336385, Panama,,355815000,VesselFinder
355820000,GLORIOUS HOPE,Bulk Carrier,3FKB3,9648867, Panama,,355820000,VesselFinder
355850000,CHINASTEELINTEGRITY,Bulk Carrier,HOMX,9220225, Panama,,355850000,VesselFinder
355857000,NORD YILAN,Bulk Carrier,3FIP,9573907, Panama,,355857000,VesselFinder
355866000,KWELA,Bulk Carrier,HOQA,9250701, Panama,,355866000,VesselFinder
355868000,ZINI,Bulk Carrier,3FKE8,9153501, Panama,,355868000,VesselFinder
355871000,GLOBAL FRONTIER,Bulk Carrier,H3TS,9445605, Panama,,355871000,VesselFinder
355875000,AZUL INTEGRA,Bulk Carrier,HOUL,9314674, Panama,,355875000,VesselFinder
355883000,KING SUGAR,Bulk Carrier,3FIP2,9574183, Panama,,355883000,VesselFinder
355886000,LIBERTY ISLAND,Bulk Carrier,HPUY,9491680, Panama,,355886000,VesselFinder
355888000,C.BLOSSOM,Bulk Carrier,3FFU5,9454333, Panama,,355888000,VesselFinder
355891000,AOM JULIA,Bulk Carrier,3FNQ3,9544695, Panama,,355891000,VesselFinder
355899000,HONG DAI,Bulk Carrier,3FMU7,9563603, Panama,,355899000,VesselFinder
355900000,ORIENTE SHINE,Bulk Carrier,H9AL,9236846, Panama,,355900000,VesselFinder
355906000,LOUISE BULKER,Bulk Carrier,3FAZ3,9424089, Panama,,355906000,VesselFinder
355953000,SIDERAKI,Bulk Carrier,HOQJ,9254628, Panama,,355953000,VesselFinder
355959000,BRIGHT GEMINI,Bulk Carrier,3FOX6,9599092, Panama,,355959000,VesselFinder
355963000,HYUNDAI TRUST,Bulk Carrier,3FWC,9589970, Panama,,355963000,VesselFinder
355980000,KING COAL,Bulk Carrier,HOEN,9476939, Panama,,355980000,VesselFinder
355984000,CSE HARMONY EXPRESS,Bulk Carrier,HOQO,9257797, Panama,,355984000,VesselFinder
355996000,LAKE ARAFURA,Bulk Carrier,HOQQ,9221645, Panama,,355996000,VesselFinder
356006000,NORD HERCULES,Bulk Carrier,3EYR4,9478822, Panama,,356006000,VesselFinder
356008000,HYUNDAI_POWER,Bulk Carrier,3FKM8,9164586, Panama,,356008000,VesselFinder
356013000,ZHONGHAI,Bulk Carrier,3FXG5,9117715, Panama,,356013000,VesselFinder
356027000,TRITON SEAHAWK,Bulk Carrier,3FPH9,9574004, Panama,,356027000,VesselFinder
356041000,M/V BARBAROS G,Bulk Carrier,3EWB5,8118126, Panama,,356041000,VesselFinder
356046000,PENGHU SW,Bulk Carrier,H9FR,9450155, Panama,,356046000,VesselFinder
356050000,SHUNWA,Bulk Carrier,3FIT3,9573816, Panama,,356050000,VesselFinder
356051000,EXPANDER,Bulk Carrier,3FHG6,9219458, Panama,,356051000,VesselFinder
356072000,NEREUS ISLAND,Bulk Carrier,3ETL5,9682928, Panama,,356072000,VesselFinder
356088000,NEWSEAS JADE,Bulk Carrier,3EAI5,9288485, Panama,,356088000,VesselFinder
356091000,NONA BULKER,Bulk Carrier,3EWR6,9379674, Panama,,356091000,VesselFinder
356092000,MOLLY MANX,Bulk Carrier,2HNX3,9425863, United Kingdom,,235105197,VesselFinder
356156000,GIANT GLORY,Bulk Carrier,3FAE6,9136541, Panama,,356156000,VesselFinder
356160000,NEW STAGE,Bulk Carrier,3EOH6,9363003, Panama,,356160000,VesselFinder
356162000,IKAN KEDEWAS,Bulk Carrier,3EGN9,9354090, Panama,,356162000,VesselFinder
356171000,MAIROULI,Bulk Carrier,3EOH7,9339777, Panama,,356171000,VesselFinder
356194000,CHIOS TRINITY,Bulk Carrier,HPWD,9279379, Panama,,356194000,VesselFinder
356218000,TORM TRADER,Bulk Carrier,3EZU4,9461142, Panama,,356218000,VesselFinder
356232000,EVER MIGTY,Bulk Carrier,3FBS6,9128489, Panama,,356232000,VesselFinder
356233000,CAPE TRIUMPH,Bulk Carrier,HPWK,9254692, Panama,,356233000,VesselFinder
356235000,TAI HEALTH,Bulk Carrier,H9DK,9216688, Panama,,356235000,VesselFinder
356237000,ETERNITY   SW,Bulk Carrier,3FRN2,9425851, Panama,,356237000,VesselFinder
356242000,TSUNOMINE,Bulk Carrier,H3OX,9205990, Panama,,356242000,VesselFinder
356268000,TAI PROMOTION,Bulk Carrier,HPWT,9290696, Panama,,356268000,VesselFinder
356283000,M/V DL OLIVE,Bulk Carrier,3FXI6,9657014, Panama,,356283000,VesselFinder
356291000,EXCELLENT PESCADORES,Bulk Carrier,HORK,9260653, Panama,,356291000,VesselFinder
356303000,XIN JIN HAI,Bulk Carrier,3FEQ2,9482677, Panama,,356303000,VesselFinder
356312000,JOSEFA,Bulk Carrier,HP6341,9571650, Panama,,356312000,VesselFinder
356327000,MV SEVENKAR,Bulk Carrier,3EIP8,8309464, Panama,,356327000,VesselFinder
356335000,SAIKO,Bulk Carrier,3FYT6,9446087, Panama,,356335000,VesselFinder
356359000,SUIREI MARU,Bulk Carrier,3EGA2,9132739, Panama,,356359000,VesselFinder
356388000,HANHAI,Bulk Carrier,3FET6,9110286, Panama,,356388000,VesselFinder
356408000,NAVIOS AURORA II,Bulk Carrier,3FDM,9481245, Panama,,356408000,VesselFinder
356411000,DK INITIO,Bulk Carrier,H3UU,9528160, Panama,,356411000,VesselFinder
356412000,BULK AVANTI,Bulk Carrier,3EGA5,9303089, Panama,,356412000,VesselFinder
356452000,BRILLIANT SKY,Bulk Carrier,H3WK,9296743, Panama,,356452000,VesselFinder
356476000,LAKE DANY,Bulk Carrier,3EPL9,9445021, Panama,,356476000,VesselFinder
356482000,CHUBU MARU,Bulk Carrier,3FBJ7,9159177, Panama,,356482000,VesselFinder
356483000,ZHONG BANG 1,Bulk Carrier,3EQQ,9044425, Panama,,356483000,VesselFinder
356491000,NEW EMERALD,Bulk Carrier,3FGZ6,9110987, Panama,,356491000,VesselFinder
356525000,SOLAR EMBER,Bulk Carrier,3FBO6,9146596, Panama,,356525000,VesselFinder
356543000,GLORIOUS SUNRISE,Bulk Carrier,3EMA5,9412957, Panama,,356543000,VesselFinder
356553000,SUNROAD YATSUKA,Bulk Carrier,3EAB,9317274, Panama,,356553000,VesselFinder
356558000,AMITY,Bulk Carrier,3FAI3,9492103, Panama,,356558000,VesselFinder
356566000,GLOBAL SAIKAI,Bulk Carrier,3ELY3,9343534, Panama,,356566000,VesselFinder
356589000,DOUBLE FORTUNE,Bulk Carrier,3FHZ2,9574119, Panama,,356589000,VesselFinder
356590000,UNITED ADVENTURE,Bulk Carrier,3EXX6,9465215, Panama,,356590000,VesselFinder
356599000,YUEHAI,Bulk Carrier,3FJG6,9109926, Panama,,356599000,VesselFinder
356602000,PM HAYABUSA,Bulk Carrier,3FAU7,9520663, Panama,,356602000,VesselFinder
356611000,AZUL FORTUNA,Bulk Carrier,H8HK,9271561, Panama,,356611000,VesselFinder
356619000,GLOBAL ENDEAVOR,Bulk Carrier,3EOJ9,9338553, Panama,,356619000,VesselFinder
356623000,PACIFIC GUARDIAN,Bulk Carrier,3EGB7,9298569, Panama,,356623000,VesselFinder
356631000,YANG QUAN,Bulk Carrier,3FIR6,7620988, Panama,,356631000,VesselFinder
356659000,SMART,Bulk Carrier,3FKG6,9137959, Panama,,356659000,VesselFinder
356672000,WISDOM OF THE SEA 1,Bulk Carrier,H8BQ,9596325, Panama,,356672000,VesselFinder
356679000,BONANZA YR,Bulk Carrier,3EGI5,9311218, Panama,,356679000,VesselFinder
356697000,SANTA FRANCISCA,Bulk Carrier,H9DE,9248198, Panama,,356697000,VesselFinder
356704000,NAVIOS FANTASTIKS,Bulk Carrier,3EAJ2,9325013, Panama,,356704000,VesselFinder
356712000,OCEAN CELEBRITY,Bulk Carrier,HOSZ,9258117, Panama,,356712000,VesselFinder
356723000,PAN GOLD,Bulk Carrier,3FQI,9468712, Panama,,356723000,VesselFinder
356727000,CENTURY MELODY,Bulk Carrier,3FCS6,9580211, Panama,,356727000,VesselFinder
356744000,MITOSE,Bulk Carrier,3EOL2,9326158, Panama,,356744000,VesselFinder
356747000,NORD SINCERE,Bulk Carrier,3FKW5,9544384, Panama,,356747000,VesselFinder
356758000,M.V TENYO,Bulk Carrier,HOVG,9253985, Panama,,356758000,VesselFinder
356760000,CHANG SHAN HAI,Bulk Carrier,3FZD8,9546100, Panama,,356760000,VesselFinder
356770000,C. OASIS,Bulk Carrier,3FMH6,9122784, Panama,,356770000,VesselFinder
356771000,BORONIA K,Bulk Carrier,3FVY3,9597642, Panama,,356771000,VesselFinder
356775000,M/V KOTSIKAS,Bulk Carrier,3EWC5,9117832, Panama,,356775000,VesselFinder
356777000,BULK GUATEMALA,Bulk Carrier,3EXC4,9642227, Panama,,356777000,VesselFinder
356779000,ORIENTAL HERO,Bulk Carrier,H9RI,8309115, Panama,,356779000,VesselFinder
356792000,C.S.RESPONSIBILITY,Bulk Carrier,HOVT,9220237, Panama,,356792000,VesselFinder
356812000,CAPE VIOLET,Bulk Carrier,3FXU3,9479905, Panama,,356812000,VesselFinder
356813000,SAISABAN,Bulk Carrier,3EOY2,8604369, Panama,,356813000,VesselFinder
356822000,BUNUN WISDOM,Bulk Carrier,3FWR5,9628568, Panama,,356822000,VesselFinder
356832000,CENTENARIO BLU,Bulk Carrier,3FXD7,9478884, Panama,,356832000,VesselFinder
356836000,POAVOSA ACE,Bulk Carrier,3EWV5,9668362, Panama,,356836000,VesselFinder
356843000,SENSEI,Bulk Carrier,3FRB7,9084229, Panama,,356843000,VesselFinder
356845000,SPRING HYDRANGEA,Bulk Carrier,3EGC3,9330290, Panama,,356845000,VesselFinder
