series,mmsi,source,sourceid,datetime,callsign,class,flag,imo,name
2149,566055000,MarineTraffic.com,566055000,2014-07-24,9V9407,Container ship,Singapore,9525314,MAERSK CAPE COAST
2147,566053000,MarineTraffic.com,566053000,2014-07-24,9V7430,Work vessel,Singapore,9504700,ASL MARS
2146,566052000,MarineTraffic.com,566052000,2014-07-24,9V7431,Work vessel,Singapore,9504712,ASL MERCURY
2144,566050000,MarineTraffic.com,566050000,2014-07-24,9V9063,Bulk carrier,Singapore,9569803,ORE PARA
2143,566049000,MarineTraffic.com,566049000,2014-07-24,9V9353,Reefer,Singapore,9438511,STAR TRUST
2142,566043000,MarineTraffic.com,566043000,2014-07-24,9V9273,Oil/chemical tanker,Singapore,9382499,UMGENI
2141,566042000,MarineTraffic.com,566042000,2014-07-24,9V9350,Reefer,Singapore,9517939,STAR LEADER
2140,566041000,MarineTraffic.com,566041000,2014-07-24,9V9354,Reefer,Singapore,9438509,STAR STANDARD
2139,566040000,MarineTraffic.com,566040000,2014-07-24,9V9135,Bulk carrier,Singapore,9611589,ATLANTIC DREAM
2138,566039000,MarineTraffic.com,566039000,2014-07-24,9V9007,Bulk carrier,Singapore,9578775,ATLANTIC MEXICO
2137,566034000,MarineTraffic.com,566034000,2014-07-24,9V9426,Tug,Singapore,9625994,TERAS CONSTANTINE
2136,566033000,MarineTraffic.com,566033000,2014-07-24,9V9425,Tug,Singapore,9625982,TERAS CAESAR
2135,566032000,MarineTraffic.com,566032000,2014-07-24,9V9415,Bulk carrier,Singapore,9607576,OCEAN ETERNITY
2134,566030000,MarineTraffic.com,566030000,2014-07-24,9V8525,Oil/chemical tanker,Singapore,9431288,MAERSK KAYA
2133,566029000,MarineTraffic.com,566029000,2014-07-24,9V9356,Reefer,Singapore,9350991,STAR STRATOS
2132,566028000,MarineTraffic.com,566028000,2014-07-24,9V9398,Reefer,Singapore,9438482,STAR SERVICE I
2131,566027000,MarineTraffic.com,566027000,2014-07-24,9V9416,Offshore construction jack up,Singapore,9567855,TERAS CONQUEST
2128,566022000,MarineTraffic.com,566022000,2014-07-24,9V9310,Anchor handling vessel,Singapore,9376969,LIV K
2127,566021000,MarineTraffic.com,566021000,2014-07-24,9V9309,Tug/supply vessel,Singapore,9369643,GRETA K
2126,566020000,MarineTraffic.com,566020000,2014-07-24,9V8785,Anchor handling vessel,Singapore,9591911,CREST OLYMPUS
2125,566018000,MarineTraffic.com,566018000,2014-07-24,9V9410,Oil/chemical tanker,Singapore,9597721,CHEMBULK ADELAIDE
2124,566016000,MarineTraffic.com,566016000,2014-07-24,9V9238,General cargo,Singapore,9488047,BILLESBORG
2122,566013000,MarineTraffic.com,566013000,2014-07-24,9V8313,Crude oil tanker,Singapore,9377420,MAERSK HIRADO
2119,566003000,MarineTraffic.com,566003000,2014-07-24,9V9265,Container ship,Singapore,9130169,KOTA JELITA
2118,566002000,MarineTraffic.com,566002000,2014-07-24,9V8739,Container ship,Singapore,9487524,NYK FUTAGO
2117,566001000,MarineTraffic.com,566001000,2014-07-24,9V9369,Crude oil tanker,Singapore,9169536,VARADA LALIMA
2115,565998000,MarineTraffic.com,565998000,2014-07-24,S6HE2,Bulk carrier,Singapore,9401972,OCEAN PROMISE
2114,565997000,MarineTraffic.com,565997000,2014-07-24,9V7548,Container ship,Singapore,9324863,ANL WARRAIN
2111,565990000,MarineTraffic.com,565990000,2014-07-24,9V7289,Tug,Singapore,9510761,LANPAN 16
2109,565985000,MarineTraffic.com,565985000,2014-07-24,9V8356,Offshore construction jack up,Singapore,8770546,TERAS CONQUEST 1
2108,565983000,MarineTraffic.com,565983000,2014-07-24,9VHF8,Vehicles carrier,Singapore,9403217,GLORIOUS EXPRESS
2107,565979000,MarineTraffic.com,565979000,2014-07-24,9V7547,Bulk carrier,Singapore,9284491,NORD MARU
2104,565974000,MarineTraffic.com,565974000,2014-07-24,9VPN7,Asphalt/bitumen tanker,Singapore,9459682,NEW GRACE
2103,565973000,MarineTraffic.com,565973000,2014-07-24,9VIJ9,Bulk carrier,Singapore,9379662,LAURA BULKER
2102,565971000,MarineTraffic.com,565971000,2014-07-24,9V7498,Container ship,Singapore,9392925,MAERSK BUTON
2101,565970000,MarineTraffic.com,565970000,2014-07-24,9VFK9,Container ship,Singapore,9435686,LUDWIG SCHULTE
2100,565967000,MarineTraffic.com,565967000,2014-07-24,9V8435,Container ship,Singapore,9401697,CAPE NASSAU
2099,565964000,MarineTraffic.com,565964000,2014-07-24,9VIJ6,Vehicles carrier,Singapore,9402744,NEPTUNE LEADER
2098,565963000,MarineTraffic.com,565963000,2014-07-24,9VFC2,Container ship,Singapore,9355410,NYK DANIELLA
2095,565950000,MarineTraffic.com,565950000,2014-07-24,9VHK3,Anchor handling vessel,Singapore,9374258,LEWEK TROGON
2093,565947000,MarineTraffic.com,565947000,2014-07-24,9VHF9,Vehicles carrier,Singapore,9367578,LORD VISHNU
2092,565946000,MarineTraffic.com,565946000,2014-07-24,S6HE6,Lpg tanker,Singapore,9392250,CHELSEA
2091,565945000,MarineTraffic.com,565945000,2014-07-24,9V7496,Tug,Singapore,9520302,TERAS HYDRA 3
2090,565944000,MarineTraffic.com,565944000,2014-07-24,9VFX9,Container ship,Singapore,9351036,KOTA LAMBANG
2089,565943000,MarineTraffic.com,565943000,2014-07-24,9V8022,Tug,Singapore,9558878,CREST STAR 3
2088,565942000,MarineTraffic.com,565942000,2014-07-24,9V9061,Bulk carrier,Singapore,9569786,ORE MANGARATIBA
2087,565938000,MarineTraffic.com,565938000,2014-07-24,9VCW6,Offshore supply ship,Singapore,9468580,NOR VALIANT
2084,565935000,MarineTraffic.com,565935000,2014-07-24,9V7332,Utility vessel,Singapore,9510498,CMC VISION
2083,56592000,MarineTraffic.com,56592000,2014-07-24,9VBM5,Cargo,,,CMA CGM ONYX
2082,565917000,MarineTraffic.com,565917000,2014-07-24,9VNR2,Oil/chemical tanker,Singapore,9343194,SITEAM LEADER
2081,565914000,MarineTraffic.com,565914000,2014-07-24,9VBK2,Crude oil tanker,Singapore,9418078,JIU HUA SAN
2080,565913000,MarineTraffic.com,565913000,2014-07-24,9VNR6,Oil/chemical tanker,Singapore,9388704,SICHEM EAGLE
2079,565909000,MarineTraffic.com,565909000,2014-07-24,9VFX5,Container ship,Singapore,9351024,KOTA LAMBAI
2078,565906000,MarineTraffic.com,565906000,2014-07-24,9V8712,Anchor handling vessel,Singapore,9565998,POSH PAHLAWAN
2077,565903000,MarineTraffic.com,565903000,2014-07-24,9V8386,Tug/supply vessel,Singapore,9552628,MERMAID VANTAGE
2075,565900000,MarineTraffic.com,565900000,2014-07-24,9V6793,Anchor handling vessel,Singapore,9361677,PACIFIC VICTORY
2073,565897000,MarineTraffic.com,565897000,2014-07-24,DC8,Oil products tanker,Singapore,9400796,KIRANA QUINTYA
2072,565896000,MarineTraffic.com,565896000,2014-07-24,9VFJ6,Oil/chemical tanker,Singapore,9440667,WINNER
2071,565895000,MarineTraffic.com,565895000,2014-07-24,9V7779,Bulk carrier,Singapore,9527996,SENTOSA BULKER
2069,565892000,MarineTraffic.com,565892000,2014-07-24,S6BQ6,Bulk carrier,Singapore,9478157,MANDARIN EAGLE
2068,565891000,MarineTraffic.com,565891000,2014-07-24,UK6,Container ship,Singapore,9435222,SINAR SUMBA
2067,565889000,MarineTraffic.com,565889000,2014-07-24,9VDL7,Crude oil tanker,Singapore,9368235,OCEAN TAIPAN
2066,565887000,MarineTraffic.com,565887000,2014-07-24,9VFL3,Container ship,Singapore,9360609,ACX DIAMOND
2064,565885000,MarineTraffic.com,565885000,2014-07-24,9VLS3,Oil/chemical tanker,Singapore,9404895,SICHEM PARIS
2063,565884000,MarineTraffic.com,565884000,2014-07-24,9VLS2,Oil/chemical tanker,Singapore,9404900,SICHEM MONTREAL
2062,565875000,MarineTraffic.com,565875000,2014-07-24,9V8362,Anchor handling vessel,Singapore,9558359,RT KRIS
2060,565868000,MarineTraffic.com,565868000,2014-07-24,9VUB9,Bulk carrier,Singapore,9533347,MANDARIN PHOENIX
2059,565865000,MarineTraffic.com,565865000,2014-07-24,9VLG3,Oil/chemical tanker,Singapore,9326938,SITEAM DISCOVERER
2057,565860000,MarineTraffic.com,565860000,2014-07-24,9V7405,Anchor handling vessel,Singapore,9499979,CREST RADIANT 1
2055,565852000,MarineTraffic.com,565852000,2014-07-24,9VHM7,Container ship,Singapore,9408451,KOTA DELIMA
2054,565848000,MarineTraffic.com,565848000,2014-07-24,9V8997,General cargo,Singapore,8918083,KOTA BERLIAN
2052,565844000,MarineTraffic.com,565844000,2014-07-24,9V8365,Anchor handling vessel,Singapore,9558517,SWIBER SANDEFJORD
2051,565843000,MarineTraffic.com,565843000,2014-07-24,9VLP6,Lpg tanker,Singapore,9374557,SOPHIA KOSAN
2049,565835000,MarineTraffic.com,565835000,2014-07-24,9VHE9,Vehicles carrier,Singapore,9338888,PROMETHEUS LEADER
2047,565821000,MarineTraffic.com,565821000,2014-07-24,9VPY6,Oil/chemical tanker,Singapore,9416044,MAEMI
2045,565815000,MarineTraffic.com,565815000,2014-07-24,9V6792,Anchor handling vessel,Singapore,9361665,PACIFIC VANGUARD
2044,565814000,MarineTraffic.com,565814000,2014-07-24,9VHF3,Oil/chemical tanker,Singapore,9256298,MAERSK KALEA
2043,565812000,MarineTraffic.com,565812000,2014-07-24,9VCN3,Oil/chemical tanker,Singapore,9326926,SITEAM VOYAGER
2042,565810000,MarineTraffic.com,565810000,2014-07-24,9VHF2,Container ship,Singapore,9355331,MAERSK BATAM
2041,565809000,MarineTraffic.com,565809000,2014-07-24,9VDX3,Crude oil tanker,Singapore,9368223,OCEAN QUEEN
2040,565808000,MarineTraffic.com,565808000,2014-07-24,9VGE9,Multi purpose offshore vessel,Singapore,9386275,PACIFIC AVENGER
2039,565807000,MarineTraffic.com,565807000,2014-07-24,9VFW9,Container ship,Singapore,9355408,NYK CLARA
2037,565800000,MarineTraffic.com,565800000,2014-07-24,9V8996,General cargo,Singapore,8918071,KOTA BERKAT
2036,565799000,MarineTraffic.com,565799000,2014-07-24,9VBN9,Research/survey vessel,Singapore,9390460,RAMFORM SOVEREIGN
2034,565796000,MarineTraffic.com,565796000,2014-07-24,9VBN6,Drilling rig,Singapore,8769406,COSLPIONEER
2033,565795000,MarineTraffic.com,565795000,2014-07-24,9VFX3,Container ship,Singapore,9356830,KOTA NABIL
2032,565794000,MarineTraffic.com,565794000,2014-07-24,9V7346,Anchor handling vessel,Singapore,9404211,MERMAID DISCOVERY
2030,565791000,MarineTraffic.com,565791000,2014-07-24,9V7330,Tug,Singapore,9495985,ASL HAWK
2029,565789000,MarineTraffic.com,565789000,2014-07-24,9VNH4,Oil/chemical tanker,Singapore,9407067,DIAMOND ORCHID
2026,565782000,MarineTraffic.com,565782000,2014-07-24,S6BK5,Offshore supply ship,Singapore,9458327,PACIFIC AMETHYST
2024,565778000,MarineTraffic.com,565778000,2014-07-24,9V8265,Bulk carrier,Singapore,9401996,SUNSHINE BLISS
2023,565770000,MarineTraffic.com,565770000,2014-07-24,9VMG6,Crude oil tanker,Singapore,9360465,EAGLE TURIN
2022,565769000,MarineTraffic.com,565769000,2014-07-24,9VMH8,Drilling rig,Singapore,8753122,BLACKFORD DOLPHIN
2021,565761000,MarineTraffic.com,565761000,2014-07-24,9VKB4,Container ship,Singapore,9331165,WAN HAI 605
2020,565760000,MarineTraffic.com,565760000,2014-07-24,9VVN8,Container ship,Singapore,9264207,SOUTHERN PEARL
2019,565758000,MarineTraffic.com,565758000,2014-07-24,9VFX8,Bulk carrier,Singapore,9283837,CLIPPER LASCO
2018,565755000,MarineTraffic.com,565755000,2014-07-24,9V8511,Oil products tanker,Singapore,9561368,NORD INTELLIGENCE
2016,565749000,MarineTraffic.com,565749000,2014-07-24,9VFQ9,Bulk carrier,Singapore,9287132,TORM BORNHOLM
2015,565748000,MarineTraffic.com,565748000,2014-07-24,9VEX6,Crude oil tanker,Singapore,9388730,OCEAN LADY
2014,565747000,MarineTraffic.com,565747000,2014-07-24,9VBN2,Container ship,Singapore,9342516,MAERSK ALFIRK
2013,565741000,MarineTraffic.com,565741000,2014-07-24,9VJJ8,Container ship,Singapore,9326433,WAN HAI 510
2008,565731000,MarineTraffic.com,565731000,2014-07-24,9V7684,Oil products tanker,Singapore,9344112,CHANG HANG GUANG RONG
2007,565730000,MarineTraffic.com,565730000,2014-07-24,9VEY2,Container ship,Singapore,9359674,SOUTHERN TRADER
2006,565729000,MarineTraffic.com,565729000,2014-07-24,9VCW5,Anchor handling vessel,Singapore,9390757,BIBBY SPRING
2005,565726000,MarineTraffic.com,565726000,2014-07-24,9V7220,Tug,Singapore,9464211,ENA UNICORN
2004,565725000,MarineTraffic.com,565725000,2014-07-24,9VFA8,Oil/chemical tanker,Singapore,9262584,CHEMBULK NEW YORK
2003,565724000,MarineTraffic.com,565724000,2014-07-24,9VFA7,Oil/chemical tanker,Singapore,9276248,CHEMBULK YOKOHAMA
2002,565723000,MarineTraffic.com,565723000,2014-07-24,9VFA6,Oil/chemical tanker,Singapore,9263136,CHEMBULK KOBE
2001,565722000,MarineTraffic.com,565722000,2014-07-24,9VFA5,Oil/chemical tanker,Singapore,9236054,CHEMBULK GIBRALTAR
2000,565721000,MarineTraffic.com,565721000,2014-07-24,9VFA4,Oil/chemical tanker,Singapore,9294276,CHEMBULK ULSAN
1999,565720000,MarineTraffic.com,565720000,2014-07-24,9VFA3,Oil/chemical tanker,Singapore,9285469,CHEMBULK HOUSTON
1998,565719000,MarineTraffic.com,565719000,2014-07-24,9VFA2,Oil/chemical tanker,Singapore,9248461,CHEMBULK SAVANNAH
1997,565718000,MarineTraffic.com,565718000,2014-07-24,9VFG9,Oil/chemical tanker,Singapore,9223916,CHEMBULK SHANGHAI
1996,565717000,MarineTraffic.com,565717000,2014-07-24,9VFG8,Oil/chemical tanker,Singapore,9294288,CHEMBULK VIRGIN GORDA
1995,565716000,MarineTraffic.com,565716000,2014-07-24,9VFG7,Oil/chemical tanker,Singapore,9278662,CHEMBULK BARCELONA
1993,565714000,MarineTraffic.com,565714000,2014-07-24,S6HB7,Bulk carrier,Singapore,9386392,OCEAN ANGEL
1991,565711000,MarineTraffic.com,565711000,2014-07-24,9V7955,Container ship,Singapore,9134270,EVER DIADEM
1990,565702000,MarineTraffic.com,565702000,2014-07-24,9V 7244,Anchor handling vessel,Singapore,9466673,VM PRIDE
1989,565701000,MarineTraffic.com,565701000,2014-07-24,S6EB9,Wood chips carrier,Singapore,9357913,GLORIOUS LOTUS
1987,565695000,MarineTraffic.com,565695000,2014-07-24,9VEX5,Crude oil tanker,Singapore,9356763,OCEAN MERCURY
1986,565694000,MarineTraffic.com,565694000,2014-07-24,9V7780,Bulk carrier,Singapore,9528005,IVS SENTOSA
1984,565691000,MarineTraffic.com,565691000,2014-07-24,9V6791,Anchor handling vessel,Singapore,9361653,PACIFIC VALKYRIE
1982,565688000,MarineTraffic.com,565688000,2014-07-24,9VEY4,Container ship,Singapore,9390240,KOTA NAZIM
1981,565686000,MarineTraffic.com,565686000,2014-07-24,9VBS9,Oil products tanker,Singapore,9319686,MAERSK PELICAN
1979,565677000,MarineTraffic.com,565677000,2014-07-24,9VFQ5,Oil/chemical tanker,Singapore,9416032,MTM SOUTHPORT
1978,565675000,MarineTraffic.com,565675000,2014-07-24,9VBM4,Container ship,Singapore,9308015,RICHARD RICKMERS
1977,565674000,MarineTraffic.com,565674000,2014-07-24,9VNL8,Bulk carrier,Singapore,9533359,MANDARIN DALIAN
1976,565669000,MarineTraffic.com,565669000,2014-07-24,9V7233,Anchor handling vessel,Singapore,9442287,SEAWAYS 16
1974,565664000,MarineTraffic.com,565664000,2014-07-24,9VGF2,Oil/chemical tanker,Singapore,9430296,ALPINE VENTURE
1973,565662000,MarineTraffic.com,565662000,2014-07-24,9VKB3,Container ship,Singapore,9327803,WAN HAI 603
1972,565661000,MarineTraffic.com,565661000,2014-07-24,9VHK7,Container ship,Singapore,9342504,MAERSK ANTARES
1971,565659000,MarineTraffic.com,565659000,2014-07-24,S6BE7,Anchor handling vessel,Singapore,9387035,NOR CAPTAIN
1969,565657000,MarineTraffic.com,565657000,2014-07-24,9VPY5,Bulk carrier,Singapore,9378606,AOMI
1967,565651000,MarineTraffic.com,565651000,2014-07-24,9V7232,Anchor handling vessel,Singapore,9380207,SEAWAYS 12
1966,565648000,MarineTraffic.com,565648000,2014-07-24,9VCH7,Bulk carrier,Singapore,9406520,PACIFIC ACCORD
1965,565645000,MarineTraffic.com,565645000,2014-07-24,9VVD6,Oil products tanker,Singapore,9263643,MAERSK PRIVILEGE
1963,565639000,MarineTraffic.com,565639000,2014-07-24,9VVK9,Oil products tanker,Singapore,9221671,TORM NECHES
1962,565637000,MarineTraffic.com,565637000,2014-07-24,9VVK7,Oil/chemical tanker,Singapore,9397054,SICHEM HONG KONG
1961,565636000,MarineTraffic.com,565636000,2014-07-24,9V7081,Tug,Singapore,9382554,STAR ARIES
1959,565632000,MarineTraffic.com,565632000,2014-07-24,9VJQ6,Oil/chemical tanker,Singapore,9359595,MOOR
1958,565631000,MarineTraffic.com,565631000,2014-07-24,9VJQ3,Oil/chemical tanker,Singapore,9359600,FEN
1957,565630000,MarineTraffic.com,565630000,2014-07-24,9VJQ5,Oil/chemical tanker,Singapore,9311634,GLEN
1955,565627000,MarineTraffic.com,565627000,2014-07-24,9V7216,Anchor handling vessel,Singapore,9443530,PACIFIC VIGOUR
1954,565626000,MarineTraffic.com,565626000,2014-07-24,9V7242,Anchor handling vessel,Singapore,9435624,SWIBER GALLANT
1953,565622000,MarineTraffic.com,565622000,2014-07-24,9VJM5,Container ship,Singapore,9182019,CAPE NEGRO
1952,565621000,MarineTraffic.com,565621000,2014-07-24,9VFQ4,Oil/chemical tanker,Singapore,9416020,SICHEM CONTESTER
1949,565609000,MarineTraffic.com,565609000,2014-07-24,S6EB6,Wood chips carrier,Singapore,9357925,GLORIOUS MAPLE
1948,565606000,MarineTraffic.com,565606000,2014-07-24,9VPC5,Oil products tanker,Singapore,9412892,PEARL NAOMI
1947,565605000,MarineTraffic.com,565605000,2014-07-24,9VBU8,Oil/chemical tanker,Singapore,9349203,CHALLENGE PHOENIX
1946,565604000,MarineTraffic.com,565604000,2014-07-24,9V9087,Bulk carrier,Singapore,9181039,EQUATOR HARMONY
1945,565600000,MarineTraffic.com,565600000,2014-07-24,S6EB8,Vehicles carrier,Singapore,9329473,MORNING CORNET
1944,565599000,MarineTraffic.com,565599000,2014-07-24,S6EB7,Vehicles carrier,Singapore,9329461,MORNING CELLO
1943,565598000,MarineTraffic.com,565598000,2014-07-24,9VBW9,Bulk carrier,Singapore,9336012,IVS CABERNET
1942,565593000,MarineTraffic.com,565593000,2014-07-24,9VEY7,Lpg tanker,Singapore,9306548,BW TRADER
1941,565592000,MarineTraffic.com,565592000,2014-07-24,9VJD6,Oil/chemical tanker,Singapore,9361483,SICHEM HIROSHIMA
1940,565591000,MarineTraffic.com,565591000,2014-07-24,9VJD5,Oil/chemical tanker,Singapore,9361471,SICHEM ONOMICHI
1939,565590000,MarineTraffic.com,565590000,2014-07-24,9V8467,Anchor handling vessel,Singapore,9543172,CREST RADIANT 7
1938,565589000,MarineTraffic.com,565589000,2014-07-24,9VHK9,Oil/chemical tanker,Singapore,9340398,DALE
1937,565588000,MarineTraffic.com,565588000,2014-07-24,9VHK8,Oil/chemical tanker,Singapore,9340350,VALE
1936,565586000,MarineTraffic.com,565586000,2014-07-24,9V8157,Anchor handling vessel,Singapore,9538397,GO AVIOR
1935,565585000,MarineTraffic.com,565585000,2014-07-24,9VHK4,Oil/chemical tanker,Singapore,9397042,SICHEM BEIJING
1933,565582000,MarineTraffic.com,565582000,2014-07-24,9VHK5,Container ship,Singapore,9334662,MAERSK TAIKUNG
1932,565579000,MarineTraffic.com,565579000,2014-07-24,9VAN2,Bulk carrier,Singapore,9406518,NORD STEEL
1931,565578000,MarineTraffic.com,565578000,2014-07-24,9V7074,Anchor handling vessel,Singapore,9425291,SWISSCO SAPPHIRE
1930,565570000,MarineTraffic.com,565570000,2014-07-24,9VEN2,Container ship,Singapore,9342499,MAERSK ALTAIR
1929,565568000,MarineTraffic.com,565568000,2014-07-24,9VFJ2,Oil/chemical tanker,Singapore,9326914,SITEAM ADVENTURER
1928,565567000,MarineTraffic.com,565567000,2014-07-24,9VJJ6,Container ship,Singapore,9326419,WAN HAI 508
1927,565561000,MarineTraffic.com,565561000,2014-07-24,9V6790,Anchor handling vessel,Singapore,9361641,PACIFIC VALHALLA
1926,565557000,MarineTraffic.com,565557000,2014-07-24,9V9078,General cargo,Singapore,9316098,HAMBURG TRADER
1924,565550000,MarineTraffic.com,565550000,2014-07-24,9VFL6,Crude oil tanker,Singapore,9352559,PHOENIX VANGUARD
1923,565549000,MarineTraffic.com,565549000,2014-07-24,9VNH5,Oil/chemical tanker,Singapore,9407055,BENGAL ORCHID
1922,565547000,MarineTraffic.com,565547000,2014-07-24,S6HK5,Container ship,Singapore,9330927,SIMA SAHBA
1921,565546000,MarineTraffic.com,565546000,2014-07-24,S6BB7,General cargo,Singapore,9380788,PROVIDANA
1920,565541000,MarineTraffic.com,565541000,2014-07-24,NI38,Crude oil tanker,Singapore,9346952,MAERSK HAKATA
1919,565536000,MarineTraffic.com,565536000,2014-07-24,9VJJ5,Container ship,Singapore,9326407,WAN HAI 507
1917,565533000,MarineTraffic.com,565533000,2014-07-24,9V8503,Container ship,Singapore,9408956,MAERSK VILNIUS
1914,565528000,MarineTraffic.com,565528000,2014-07-24,9VBU6,Oil/chemical tanker,Singapore,9349198,CHALLENGE PEGASUS
1913,565524000,MarineTraffic.com,565524000,2014-07-24,9VKP4,Oil products tanker,Singapore,9347310,CHALLENGE PACIFIC
1912,565522000,MarineTraffic.com,565522000,2014-07-24,9V8993,Anchor handling vessel,Singapore,9549994,SWIBER BHANWAR
1911,565521000,MarineTraffic.com,565521000,2014-07-24,S6CK5,Crude oil tanker,Singapore,9257022,ACS BRIGHT
1910,565520000,MarineTraffic.com,565520000,2014-07-24,S6CK4,Crude oil tanker,Singapore,9257010,ACS BRAVE
1909,565517000,MarineTraffic.com,565517000,2014-07-24,S6ES2,Oil products tanker,Singapore,9242479,OCEAN WINNER
1908,565512000,MarineTraffic.com,565512000,2014-07-24,9VEN5,Container ship,Singapore,9295359,ANL WHYALLA
1906,565510000,MarineTraffic.com,565510000,2014-07-24,9VDR9,Container ship,Singapore,9332511,MAERSK TANJONG
1905,565505000,MarineTraffic.com,565505000,2014-07-24,S6EB3,Anchor handling vessel,Singapore,9377614,BOURBON THETYS
1903,565499000,MarineTraffic.com,565499000,2014-07-24,9VPC2,Bulk carrier,Singapore,9322736,TENNA BULKER
1902,565493000,MarineTraffic.com,565493000,2014-07-24,9V8516,Oil products tanker,Singapore,9573684,CARINA
1901,565491000,MarineTraffic.com,565491000,2014-07-24,9V9079,Bulk carrier,Singapore,9522697,STELLA ALICE
1899,565488000,MarineTraffic.com,565488000,2014-07-24,S6CK9,Anchor handling vessel,Singapore,9275713,LADY MELINDA
1898,565487000,MarineTraffic.com,565487000,2014-07-24,9VPY9,Lpg tanker,Singapore,9368778,CHRISTOPH SCHULTE
1894,565482000,MarineTraffic.com,565482000,2014-07-24,S6CH5,Container ship,Singapore,9315240,MAERSK SENANG
1891,565475000,MarineTraffic.com,565475000,2014-07-24,9VPY4,Container ship,Singapore,9215880,SUSANNE SCHULTE
1890,565474000,MarineTraffic.com,565474000,2014-07-24,9VNX6,Oil/chemical tanker,Singapore,9378199,SICHEM MARSEILLE
1889,565473000,MarineTraffic.com,565473000,2014-07-24,9VPY3,Container ship,Singapore,9215919,THEKLA SCHULTE
1888,565471000,MarineTraffic.com,565471000,2014-07-24,9VCF8,Container ship,Singapore,9290529,MAXINE
1887,565464000,MarineTraffic.com,565464000,2014-07-24,9VDM2,Bulk carrier,Singapore,9336000,DELPHINUS
1886,565462000,MarineTraffic.com,565462000,2014-07-24,9V9150,Bulk carrier,Singapore,9403114,NORD EXPRESS
1885,565457000,MarineTraffic.com,565457000,2014-07-24,9V7117,Anchor handling vessel,Singapore,9538701,BRITOIL 121
1884,565455000,MarineTraffic.com,565455000,2014-07-24,9V8339,Other,Singapore,,LEIGTHON ECLIPSE
