latitude,longitude
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
-45.596693,-57.65625
77.716633,28.125
52.63645,156.09375
56.953125,167.17265
-3.515625,77.290815
-22.5,-41.502
42.1875,-144.7005
-24.9695,59.0625
-1.722067,-81.5625
3.064112,-4.21875
-16.875,151.33645
22.5,-42.472483
20.497833,-154.6875
5.625,-10.6411
-30.9375,-74.904017
-8.4375,154.973167
19.6875,-18.001667
-34.814833,115.3125
-6.16609,11.25
-30.9375,166.2965
50.625,156.180317
27.421875,-147.570717
-31.272633,153.28125
-50.625,-55.004333
0.0,-176.6265
0.0,167.204
0.0,165.580667
0.0,165.56
0.0,165.308333
53.4375,174.660467
0.0,167.793217
-30.514633,40.78125
32.34375,-123.752117
11.25,175.7215
7.693667,143.4375
-8.033667,120.9375
0.0,-42.0898
-22.5,-41.502
-36.5625,174.978
-36.5625,-169.16228
-8.805317,144.84375
-11.25,127.284167
-27.41795,33.75
53.4375,-147.674483
5.073283,143.4375
-10.777333,115.3125
-10.0315,168.75
-28.125,44.103667
0.0,167.7934
-20.183167,-70.3125
40.213133,-132.1875
-39.598967,105.46875
9.84375,145.561333
-35.34785,18.28125
71.015625,-146.10359
53.4375,-146.83885
-11.819833,-123.75
-2.8125,-152.515767
-46.30983,-61.875
-47.8125,-60.885928
-54.24775,-63.28125
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
71.268167,2.8125
-11.25,-125.813667
-11.804667,-123.75
-11.774333,-123.75
-41.686333,154.6875
-3.977833,168.75
-14.0625,-125.816833
-33.310233,30.9375
-13.359375,116.212592
-39.375,145.251
-19.6875,116.015547
2.8125,7.061667
-22.5,-41.502
33.364232,-118.125
-12.090333,106.875
-5.92837,147.65625
46.52705,-167.34375
-9.2545,-78.75
22.5,-96.3655
36.1715,-4.21875
52.100333,-132.1875
-5.916717,147.65625
46.40625,167.779683
0.0,106.313183
-19.384617,-30.9375
-22.5,-41.502
34.287267,-8.4375
-11.1075,163.125
26.015625,143.501472
-45.0,-75.586067
9.84375,-157.756067
21.09375,91.500717
-28.125,43.168883
-19.6875,69.122
-33.046875,153.188985
-27.70025,-2.8125
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
-33.046875,-46.879465
6.71,140.625
5.625,-139.312667
0.0,-176.623
0.0,165.562167
0.0,165.312333
50.647,157.5
-20.183667,-70.3125
11.365667,-120.9375
-13.359375,107.254712
5.487817,-52.03125
-5.625,-93.310833
-6.165667,11.25
-17.115167,2.8125
28.040333,-16.875
5.625,-28.537833
-20.593617,116.71875
-1.40625,0.688967
33.75,-8.753083
-45.0,73.804617
-16.32,78.75
-45.0,113.094233
-28.457133,37.96875
-26.068,39.375
-31.771333,36.5625
-5.625,10.947015
73.249917,21.09375
-38.953783,147.65625
-32.36467,164.53125
59.0625,144.499253
22.366667,-16.875
0.0,167.7905
-50.625,-64.973662
-23.90625,37.24836
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
-6.523267,-167.34375
-17.578125,-81.593837
68.281967,-19.6875
50.059533,156.09375
-14.0625,-172.6233
-17.877883,153.28125
36.5625,-150.958167
47.8125,178.546167
-20.182833,-70.3125
-4.21875,110.843217
60.112833,-151.875
24.857833,-154.6875
2.825833,-174.375
-23.111017,111.09375
-0.597137,-7.03125
-2.8125,-38.481017
14.0625,-41.7315
13.5005,-45.0
-28.125,-45.49874
33.366433,-118.125
-26.984817,112.5
11.576233,64.6875
-22.5,77.041517
4.21875,8.045523
-7.65385,0.0
42.9385,-137.8125
11.25,-87.24625
24.655167,-146.25
-67.5,37.696667
19.6875,173.306358
12.49938,149.0625
-14.0625,-132.009865
-6.697817,-168.75
37.96875,-149.4514
-22.1599,57.65625
37.803667,-163.125
-11.25,-131.2565
0.0,167.792667
16.875,-62.335835
30.9375,-11.66535
0.0,-178.594667
0.0,165.57
-28.125,112.234667
37.155917,-136.40625
16.048167,-168.75
-0.392533,-137.8125
50.625,-148.827
54.209333,-160.3125
8.335383,-84.375
-32.34375,32.081217
5.820983,66.09375
-23.90625,152.574167
-34.764083,-53.4375
0.0,106.315358
-2.93935,101.25
11.25,128.69165
-22.5,-41.502
40.114167,-174.375
0.0,167.791667
1.40625,4.792
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
73.125,31.591188
-43.882837,-63.28125
-10.022167,-126.5625
-25.2045,-45.0
-6.165667,11.25
-30.9375,0.1
-10.878333,154.6875
-34.00035,9.84375
-16.875,-37.1215
-27.606833,-75.9375
56.955667,-59.0625
54.84375,-165.2211
63.4726,-30.9375
50.625,-38.561
-40.675333,154.6875
-4.478667,168.75
22.5,172.118667
23.615133,-112.5
1.40625,104.454483
0.70744,129.375
-25.3125,58.228
3.208333,151.875
-45.0,57.563517
-9.496283,-81.5625
7.6905,143.4375
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
-50.378233,-61.875
52.965667,154.6875
49.487033,156.09375
75.838117,40.78125
-8.4375,90.8505
-12.091667,157.5
-12.58335,-132.1875
4.21875,8.41189
-20.582683,116.71875
-12.65625,-35.206867
-43.556833,168.75
-32.4345,33.75
-11.25,78.320523
0.0,-176.635
0.0,-178.5865
0.0,165.574167
-6.166033,11.25
32.34375,157.227817
53.917167,178.59375
-24.720798,50.625
-19.6875,65.5215
42.680167,154.6875
39.4937,-150.46875
6.328125,78.57844
0.0,167.792167
22.662433,178.59375
-25.904333,53.4375
-17.794667,109.6875
72.144333,25.3125
21.777733,-116.71875
-20.581367,116.71875
-15.117317,42.1875
-6.822705,150.46875
-35.059667,174.375
8.974167,75.9375
39.375,-168.158833
8.4375,158.656333
4.21875,8.385068
4.21875,8.397352
-11.25,141.516417
-12.584833,163.125
-35.498333,118.125
39.375,156.925867
-24.543167,56.25
6.328125,3.477183
11.25,70.900833
-9.84375,80.16165
14.427167,-129.375
0.0,167.790833
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
-0.518567,-170.15625
75.767342,42.1875
68.90625,40.858933
66.945252,0.0
58.825517,156.09375
-39.375,156.27325
34.453125,-132.887707
28.125,178.195667
29.53125,-150.581248
22.5,-155.299
59.454933,-164.53125
36.5625,-143.518165
-22.5,-41.501833
-33.75,151.521
19.52262,-133.59375
16.397,165.9375
-23.90625,154.2653
-22.5,-41.502
5.849253,80.15625
-42.1875,175.030667
-35.15625,20.025283
-24.154667,-45.0
0.0,-178.999333
0.0,170.997167
0.0,165.567333
0.0,165.318333
62.762833,-50.625
0.0,-151.459883
19.314533,-105.46875
5.625,80.1865
-36.075667,-73.125
-19.367933,5.625
31.937667,137.8125
-32.34375,70.354
12.65625,143.298817
3.101867,171.5625
2.8125,177.710817
-52.734375,76.775303
11.25,-16.972007
-57.09115,-67.5
4.21875,8.043413
-23.90625,-70.762433
3.515625,-10.835257
60.431,-47.8125
-6.165667,11.25
54.22725,-174.375
-22.393,-36.5625
-27.421875,41.175977
4.21875,8.038517
-18.049167,11.25
-6.164,11.25
-6.163667,11.25
-6.1695,11.25
7.818817,-54.84375
-0.914,-95.625
4.21875,-8.332535
-45.0,113.364133
7.688667,-14.0625
9.140625,66.211468
12.65625,149.50255
46.3075,151.875
-29.53125,153.750972
-30.2935,171.5625
-4.630433,133.59375
-30.9375,16.507167
0.0,167.792167
-20.214667,-30.9375
-36.5625,-73.03
0.0,-88.5265
0.0,-176.632833
0.0,167.1935
0.0,165.575833
0.0,165.556167
0.0,165.302167
4.21875,7.397867
-6.558693,-18.28125
45.0,-143.9185
50.252333,163.125
21.3325,-157.5
49.554167,-64.6875
-28.125,38.956
33.75,171.061063
71.015625,20.80601
0.0,106.622873
-22.5,-41.501833
39.375,142.21725
-14.0625,73.398
25.695183,-42.1875
54.84375,-166.028083
-39.375,4.855333
-11.25,-129.164667
-1.793633,163.125
-51.573,-63.28125
-23.687,14.0625
-16.875,51.500702
-46.448163,-61.875
1.134267,-122.34375
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
75.234375,33.910547
71.5284,30.9375
0.70744,129.375
-32.432,-84.375
-17.5945,146.25
-45.0,57.563533
-31.332033,35.15625
5.731667,84.375
-29.53125,-46.32055
-35.15625,20.721017
-17.7665,115.3125
-11.25,141.516417
37.327117,-70.3125
-30.5965,-8.4375
0.817833,149.0625
0.0,167.790667
-22.5,-40.573333
-22.5,-41.284833
-32.867683,-71.71875
-20.581367,116.71875
