latitude,longitude
-7.653972,0.0
4.726833,135.0
-0.698833,8.4375
41.617833,140.625
34.2733,139.21875
24.655333,-146.25
-67.5,37.702167
-7.037773,12.65625
-17.047,39.375
-24.968733,112.5
-39.204485,144.84375
-4.6265,146.25
-27.94705,-22.5
-33.926567,11.25
20.5061,-153.28125
-22.5,-40.0905
-10.648833,-149.0625
-16.703667,102.65625
0.0,167.7915
62.31,177.1875
57.65625,-172.328117
-33.75,30.836167
-29.084867,177.1875
5.625,-133.0095
-23.515833,36.5625
-9.140625,-126.56443
2.8125,156.720833
-4.21875,-160.407633
-11.25,-130.31726
33.75,175.0518
-4.21875,126.1154
8.9902,-56.25
-16.875,39.742
0.0,-176.6295
0.0,167.200667
0.0,165.577333
0.0,165.557
0.0,165.304833
49.921875,-127.979877
60.242745,-61.875
32.34375,-117.093667
-6.373433,116.71875
-24.106333,53.4375
-9.140625,115.790372
-0.308187,-47.8125
-36.5625,-113.0775
6.0314,2.8125
-45.0,57.563583
42.1875,141.660333
7.6915,143.4375
-35.4755,135.0
0.0,174.66064
-35.047167,22.5
47.8125,156.6335
-7.03125,11.629878
32.34375,157.12285
-45.0,91.580333
-28.125,-23.3579
45.0,-54.738302
-35.859375,-74.398938
50.625,157.37
-48.010397,167.34375
60.07,171.5625
-20.581367,116.71875
-20.581383,116.71875
-39.375,143.708667
-19.6385,11.25
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
49.21875,155.121467
56.25,-169.599783
-16.875,-117.568833
5.625,144.786667
-16.875,-131.515
-11.771833,-123.75
29.443,-163.125
19.6875,-17.605833
9.84375,-58.717067
-8.400983,154.6875
-21.09375,155.05235
16.875,-18.758833
47.044233,163.125
56.25,177.920617
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
75.9375,18.04955
67.494952,0.0
54.203763,-136.40625
-45.703125,-60.681468
-1.067667,151.875
-25.658833,160.3125
-10.701833,-120.9375
-11.818,-123.75
28.203167,157.5
41.011333,174.375
2.8125,156.720833
19.673233,135.0
-16.875,70.3652
21.09375,-161.490733
53.4375,172.620667
7.692667,143.4375
5.625,173.071243
12.65625,-92.309483
-27.685167,-46.40625
39.375,-12.046167
-1.361667,8.4375
-11.669733,151.875
-14.0625,121.042
-3.641167,109.6875
-9.84375,-34.851473
-36.5625,150.320667
-32.34375,104.231467
-35.927317,122.34375
30.06175,-116.71875
-39.375,144.339667
-39.375,145.2785
-39.375,145.249667
-22.5,-41.502
-34.975167,8.4375
16.875,-60.935667
0.0,106.355628
0.0,106.533828
-22.5,-41.502
-27.054833,171.5625
10.390183,-23.90625
-19.6875,-31.6025
-11.057,126.5625
-45.0,-130.5105
-5.625,-168.8647
-2.8125,-38.885137
-5.625,11.476667
-18.675833,-39.375
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
-60.46875,-46.053397
79.74843,32.34375
58.49815,156.09375
59.973833,157.5
41.5583,164.53125
-22.5,-40.2809
-6.1525,11.25
-6.165667,11.25
2.8125,-5.524167
3.777333,-8.4375
-12.142917,-77.34375
-45.0,106.171
16.964867,-161.71875
48.772333,168.75
-32.8745,47.8125
-1.40625,150.757933
29.098017,-15.46875
28.946167,-135.0
28.125,-142.337333
-50.625,-55.563833
-6.26645,118.125
-31.640625,33.779115
-6.165667,11.25
-36.230083,175.78125
-38.671875,171.853203
7.03125,-53.35795
-7.244367,-81.5625
14.0625,-17.815033
-22.5,-40.033833
-17.623045,153.28125
31.04965,175.78125
12.65625,-72.351783
28.125,-165.1125
-45.0,-55.179833
7.7085,143.4375
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
-49.195467,-60.46875
-28.125,6.104753
-46.40625,-60.799933
50.625,143.890367
66.947245,0.0
52.934167,154.6875
60.46875,171.624833
56.9555,-59.0625
-11.771833,157.5
22.5,178.276333
-4.21875,149.423467
50.625,176.258167
-32.220833,115.3125
39.375,-168.161
0.0,171.82263
47.8125,153.994
-2.8125,-32.700717
22.916833,-16.875
-19.6875,59.750833
-46.027203,-64.6875
25.823633,-63.28125
0.0,167.791
-33.297517,45.0
-45.0,73.70255
-25.3125,55.255667
-2.8125,-23.436333
33.75,-120.431
-32.34375,44.838067
0.0,167.7925
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
0.0,-0.7
